FalsePositiveRate,TruePositiveRate,Threshold
0,0,0.932178168952871
0,0.019047619047619,0.932178168952871
0,0.0285714285714286,0.889870430069813
0.00952380952380952,0.0285714285714286,0.86540246771931
0.00952380952380952,0.0380952380952381,0.837656113489573
0.00952380952380952,0.0476190476190476,0.829902259900176
0.00952380952380952,0.0571428571428571,0.807768568397126
0.00952380952380952,0.0666666666666667,0.768884379549908
0.00952380952380952,0.0761904761904762,0.766526725045938
0.00952380952380952,0.0857142857142857,0.752777777767343
0.00952380952380952,0.0952380952380952,0.745612292823757
0.00952380952380952,0.104761904761905,0.742283545477744
0.00952380952380952,0.133333333333333,0.734287905705868
0.00952380952380952,0.161904761904762,0.73393640023534
0.00952380952380952,0.171428571428571,0.72994133384708
0.00952380952380952,0.180952380952381,0.729159471058806
0.00952380952380952,0.19047619047619,0.71977675779618
0.00952380952380952,0.2,0.704828209039972
0.00952380952380952,0.20952380952381,0.701103191320357
0.00952380952380952,0.219047619047619,0.700334192070031
0.00952380952380952,0.228571428571429,0.699468692642184
0.00952380952380952,0.238095238095238,0.699350807762254
0.00952380952380952,0.247619047619048,0.694823077586409
0.00952380952380952,0.276190476190476,0.693559560011257
0.00952380952380952,0.285714285714286,0.690072998325877
0.00952380952380952,0.295238095238095,0.688604731151136
0.00952380952380952,0.304761904761905,0.685527240016015
0.00952380952380952,0.314285714285714,0.685362093121848
0.00952380952380952,0.323809523809524,0.682894592190872
0.00952380952380952,0.333333333333333,0.682520426077356
0.00952380952380952,0.342857142857143,0.67876853407874
0.00952380952380952,0.352380952380952,0.67537916813123
0.00952380952380952,0.361904761904762,0.673561394217152
0.00952380952380952,0.39047619047619,0.673113494366313
0.00952380952380952,0.4,0.672286250458691
0.00952380952380952,0.40952380952381,0.671982984938462
0.00952380952380952,0.419047619047619,0.659180741889225
0.00952380952380952,0.428571428571429,0.65782920516375
0.00952380952380952,0.438095238095238,0.648477031508602
0.00952380952380952,0.447619047619048,0.645880219526866
0.00952380952380952,0.457142857142857,0.643939182181604
0.00952380952380952,0.466666666666667,0.641996932045535
0.00952380952380952,0.476190476190476,0.63451997497633
0.00952380952380952,0.485714285714286,0.628453488744248
0.00952380952380952,0.495238095238095,0.621310237101981
0.00952380952380952,0.504761904761905,0.620115473965721
0.00952380952380952,0.514285714285714,0.61554422313391
0.00952380952380952,0.523809523809524,0.607948360966544
0.00952380952380952,0.533333333333333,0.604765546819641
0.00952380952380952,0.542857142857143,0.602464149738988
0.00952380952380952,0.552380952380952,0.589130405453929
0.00952380952380952,0.580952380952381,0.587869852954405
0.00952380952380952,0.59047619047619,0.584363610530248
0.00952380952380952,0.6,0.58363390277369
0.00952380952380952,0.60952380952381,0.57736403443605
0.00952380952380952,0.619047619047619,0.576513965868727
0.00952380952380952,0.647619047619048,0.573817196342091
0.00952380952380952,0.657142857142857,0.555071776799659
0.00952380952380952,0.666666666666667,0.551717198722474
0.00952380952380952,0.676190476190476,0.545469821195954
0.00952380952380952,0.685714285714286,0.544355212786268
0.00952380952380952,0.695238095238095,0.536979160952066
0.00952380952380952,0.704761904761905,0.533637020398186
0.00952380952380952,0.714285714285714,0.532513921350928
0.019047619047619,0.714285714285714,0.530742591474456
0.019047619047619,0.723809523809524,0.52997141358022
0.019047619047619,0.733333333333333,0.529224403062271
0.019047619047619,0.761904761904762,0.529188195969565
0.019047619047619,0.771428571428571,0.528077150224827
0.019047619047619,0.780952380952381,0.528064708867138
0.019047619047619,0.79047619047619,0.517146237220874
0.019047619047619,0.8,0.503663218115897
0.019047619047619,0.80952380952381,0.495723600777634
0.019047619047619,0.819047619047619,0.477024131598722
0.019047619047619,0.828571428571429,0.474834632030068
0.019047619047619,0.857142857142857,0.471977979910314
0.019047619047619,0.866666666666667,0.46881503354616
0.019047619047619,0.876190476190476,0.464014476417842
0.019047619047619,0.885714285714286,0.460978508662932
0.019047619047619,0.895238095238095,0.448644364671829
0.019047619047619,0.904761904761905,0.446331208832886
0.019047619047619,0.914285714285714,0.446137174645399
0.019047619047619,0.942857142857143,0.445960520093632
0.019047619047619,0.952380952380952,0.444988775215667
0.0285714285714286,0.952380952380952,0.435907161385495
0.0285714285714286,0.961904761904762,0.432323225238688
0.0285714285714286,0.971428571428571,0.410899827837401
0.0285714285714286,0.980952380952381,0.391367644920261
0.0285714285714286,0.990476190476191,0.390988016988599
0.0380952380952381,0.990476190476191,0.37947179158168
0.0380952380952381,1,0.307242417916327
0.0476190476190476,1,0.169067582532012
0.0571428571428571,1,0.163628115538597
0.0666666666666667,1,0.139884375531118
0.0761904761904762,1,0.128533042966784
0.0857142857142857,1,0.12649188407762
0.0952380952380952,1,0.100380299342695
0.104761904761905,1,0.0966505352784451
0.114285714285714,1,0.0955430978670666
0.123809523809524,1,0.0580644099640884
0.133333333333333,1,0.020534735195395
0.142857142857143,1,0.0183582393959142
0.152380952380952,1,-0.0441996817569502
0.161904761904762,1,-0.0957038211052021
0.171428571428571,1,-0.108317761527846
0.180952380952381,1,-0.13933870662816
0.19047619047619,1,-0.146650309858777
0.2,1,-0.153601203802765
0.20952380952381,1,-0.154720232113861
0.219047619047619,1,-0.159065532159922
0.228571428571429,1,-0.162319169191577
0.238095238095238,1,-0.162977762523867
0.247619047619048,1,-0.164272000659882
0.257142857142857,1,-0.164777204687818
0.266666666666667,1,-0.1680484501311
0.276190476190476,1,-0.176767498520015
0.285714285714286,1,-0.177436524462416
0.295238095238095,1,-0.177716668679399
0.304761904761905,1,-0.180517314115633
0.314285714285714,1,-0.184590548227715
0.323809523809524,1,-0.184933934547967
0.333333333333333,1,-0.187242179948423
0.342857142857143,1,-0.195011707571073
0.352380952380952,1,-0.223331582936018
0.361904761904762,1,-0.262579345223045
0.371428571428571,1,-0.277430359794179
0.380952380952381,1,-0.28294730705669
0.39047619047619,1,-0.2913962015323
0.4,1,-0.305694324372485
0.40952380952381,1,-0.309029147098382
0.419047619047619,1,-0.310011889898761
0.428571428571429,1,-0.311616896569278
0.447619047619048,1,-0.359739239897184
0.457142857142857,1,-0.380029075062699
0.466666666666667,1,-0.384490361804745
0.476190476190476,1,-0.38789474754102
0.495238095238095,1,-0.392428415320837
0.504761904761905,1,-0.401745803948343
0.514285714285714,1,-0.404464073286889
0.523809523809524,1,-0.406241876333581
0.533333333333333,1,-0.410482505747588
0.542857142857143,1,-0.427769657907278
0.552380952380952,1,-0.431576278205614
0.561904761904762,1,-0.434296803894581
0.571428571428571,1,-0.435992857771821
0.580952380952381,1,-0.436031317802017
0.59047619047619,1,-0.439035878527794
0.6,1,-0.440832129982019
0.60952380952381,1,-0.447648939175594
0.619047619047619,1,-0.450601874624329
0.628571428571429,1,-0.451974883245547
0.638095238095238,1,-0.461333953574375
0.647619047619048,1,-0.463556426440466
0.657142857142857,1,-0.465893385459018
0.666666666666667,1,-0.470117180513956
0.676190476190476,1,-0.472974890259734
0.685714285714286,1,-0.474274048162052
0.695238095238095,1,-0.476318589986056
0.704761904761905,1,-0.477981083758724
0.714285714285714,1,-0.48033798813798
0.723809523809524,1,-0.482866943991089
0.733333333333333,1,-0.483336519668342
0.742857142857143,1,-0.500489730901045
0.752380952380952,1,-0.505389327206451
0.761904761904762,1,-0.508538999320935
0.771428571428571,1,-0.511847275710198
0.79047619047619,1,-0.511864963441518
0.8,1,-0.540211685668285
0.80952380952381,1,-0.566341656566813
0.819047619047619,1,-0.583354614685611
0.828571428571429,1,-0.589151885188597
0.838095238095238,1,-0.626275622478086
0.847619047619048,1,-0.627010881213692
0.857142857142857,1,-0.627685286177944
0.866666666666667,1,-0.634609982687826
0.876190476190476,1,-0.648046826922248
0.885714285714286,1,-0.653386509690412
0.895238095238095,1,-0.660247003111866
0.904761904761905,1,-0.664326517373994
0.914285714285714,1,-0.664991507952289
0.923809523809524,1,-0.695625170810685
0.933333333333333,1,-0.731632342831906
0.942857142857143,1,-0.734894948812516
0.952380952380952,1,-0.743813290986845
0.961904761904762,1,-0.753070920856232
0.971428571428571,1,-0.754758121834256
0.980952380952381,1,-0.761746978490669
0.990476190476191,1,-0.767498040934446
1,1,-0.787116494932989
